,id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,review_per_month
2339,689804165985101305,Lovely FIDI Studio | Close to Faneuil Hall!,Downtown,42.35871,-71.05515,Entire home/apt,139.0,1,137,2024-12-13,4.89,67,360,54,STR-489691,4.89
2340,689981885807910567,Clean and convenient!  Walk to Boston highlights!,South Boston,42.33305499999999,-71.0487466,Entire home/apt,214.0,1,63,2024-11-17,2.25,1,162,20,STR-485772,2.25
2341,690101762087547698,AL/R4 Spacious & Sunny Room in Best Boston area!,Allston,42.35143,-71.13293,Private room,87.0,1,62,2024-11-18,2.22,8,176,19,Exempt: This listing is a unit that has contracts with hospitals,2.22
2342,690306318063206572,"D/R1  Large, sunny room near Red Line, IN Boston!",Dorchester,42.31784,-71.05512,Private room,38.0,29,44,2024-11-02,1.59,8,350,1,Exempt: This listing is a unit that has contracts with hospitals,1.59
2343,690399625055881984,Divine Studio  suburb of Boston,West Roxbury,42.27324,-71.16277,Entire home/apt,110.0,91,3,2024-10-15,0.17,3,365,1,NA,0.17
2344,690400586934454556,"Blueground | Back Bay, w/d, nr copley t",Back Bay,42.3496958,-71.081231,Entire home/apt,144.0,32,1,2023-08-28,0.06,352,217,0,NA,0.06
2345,690400874919227004,"Blueground | Back Bay, w/d, nr copley t",Back Bay,42.3496611,-71.0814631,Entire home/apt,137.0,32,0,NA,1.79,352,228,0,NA,1.79
2346,691815665072110894,Small & Cozy studio ★ 1 free parking spot ★ Clean!,Allston,42.35345,-71.13951,Entire home/apt,77.0,2,110,2024-11-27,3.92,18,281,41,Exempt: This listing is a unit that has contracts with hospitals,3.92
2347,691827220063553170,Location!  Walk! Location! Cute studio.,Back Bay,42.34433,-71.08268,Entire home/apt,100.0,1,116,2024-12-03,4.16,18,279,46,Exempt: This listing is a unit that has contracts with hospitals,4.16
2348,691831339471414103,Super location ★ 2 BR Apartment ★ Walk walk walk ★,Back Bay,42.34453,-71.08284,Entire home/apt,154.0,1,136,2024-11-27,4.87,18,200,57,Exempt: This listing is a unit that has contracts with hospitals,4.87
2349,692231084096208961,Lovely 2 bed room apt in heart boston beacon hill,Beacon Hill,42.36006947820068,-71.06982169770791,Entire home/apt,125.0,29,1,2024-09-29,0.36,70,163,1,NA,0.36
2350,692705212150139166,10 minutes to downtown Boston,Dorchester,42.32153,-71.05485,Entire home/apt,137.0,2,106,2024-12-15,4.36,1,157,60,STR-489740,4.36
2351,693015527477884811,Most lovely 2 room studio boston heart beacon hill,Beacon Hill,42.35837,-71.06797,Entire home/apt,85.0,29,2,2024-06-26,0.1,70,177,1,NA,0.1
2352,694067288997251306,"(DR81) *New* 6 beds, Close to City, w/d",Dorchester,42.2873,-71.04136,Entire home/apt,353.0,1,49,2024-12-02,1.72,76,224,44,Exempt: This listing is a unit that has contracts with hospitals,1.72
2353,694406328277968795,Lovely 1 bed room with 2 beds boston beacon hill,Beacon Hill,42.35822,-71.06583,Entire home/apt,80.0,29,7,2024-12-17,0.31,70,178,4,NA,0.31
2354,695474598488938817,Cozy 3-Bedroom Home w/ Queen Beds and More,Roxbury,42.3173486,-71.0929748,Entire home/apt,246.0,2,82,2024-11-25,2.94,1,81,38,str-551849,2.94
2355,695542274861997846,Most Amazing 2 Bedroom apt in Beacon Hill Boston,Beacon Hill,42.35979,-71.06535,Entire home/apt,85.0,29,4,2024-12-09,0.2,70,174,2,NA,0.2
2356,695571625983663432,Lovely one bedroom Apartment in Boston.,Dorchester,42.2964,-71.05882,Entire home/apt,168.0,29,2,2022-10-29,0.07,1,168,0,STR-489938,0.07
2357,695608646617952363,"Beacon Hill, J. Miller Flats - 3 Bedroom Flat #1",Beacon Hill,42.35738,-71.07152,Entire home/apt,583.0,2,65,2024-11-28,2.34,60,84,36,Exempt: This listing is a hotel or motel,2.34
2358,695868903061431283,Close 2 City SwankyModrn  Unit w Centrl Air,Dorchester,42.3088302,-71.0602971,Entire home/apt,87.0,1,45,2024-11-30,3.78,3,8,45,STR-545118,3.78
2359,695918936959621754,Most affordable 2 room studio Boston beacon hill,Beacon Hill,42.36017,-71.07099,Entire home/apt,94.0,29,9,2024-08-05,0.34,70,207,3,NA,0.34
2360,695922879473339360,West Roxbury 2nd flr private apt sleeps 6,West Roxbury,42.27835,-71.15951,Entire home/apt,160.0,1,5,2024-07-07,0.32,13,180,2,STR-513970,0.32
2361,697326322124831562,Top 1 bed apt w livingRm2 beds boston Beacon Hill,Beacon Hill,42.35888,-71.07127,Entire home/apt,85.0,29,8,2024-12-01,0.33,70,175,5,NA,0.33
2362,697403072323629904,"Luxury Condo Near DT | Fast Wi-Fi, Gym, Workspace",Charlestown,42.38255,-71.07385,Entire home/apt,165.0,30,5,2024-08-07,0.21,1,364,1,NA,0.21
2363,698717445444426065,Third floor large room,East Boston,42.38465,-71.00424,Private room,69.0,1,173,2024-11-30,6.22,4,71,73,STR-400320,6.22
2364,698729977739907399,Free parking room 2,East Boston,42.38452,-71.00622,Private room,69.0,1,172,2024-12-01,6.23,4,73,70,STR-398249,6.23
2365,699850764514871361,Cozy Renovated Suite w/Free St Parking near Train,Roslindale,42.28288,-71.139,Entire home/apt,111.0,1,143,2024-12-08,5.44,1,122,58,STR-532287,5.44
2366,700142117741049119,North End/TD Garden Condo w/Rooftop Deck,North End,42.36472,-71.05683,Entire home/apt,259.0,1,119,2024-11-11,4.26,1,122,53,STR-483019,4.26
2367,700542874333492403,"Blueground | Brighton, w/d, nr cleveland circle",Brighton,42.3384446,-71.1489479,Entire home/apt,118.0,32,0,NA,1.79,352,207,0,NA,1.79
2368,700778970519082728,Ellie 9 - NEW Back Bay Studio in BEST Location,Back Bay,42.34451,-71.08359,Entire home/apt,110.0,1,95,2024-11-13,3.38,76,281,37,STR-531165,3.38
2369,702072857749096679,Cozy 2br in Boston FIDI District,Downtown,42.35675344797994,-71.05471005204328,Entire home/apt,231.0,1,161,2024-12-15,5.76,67,343,66,STR-489678,5.76
2370,702081197320972498,Lavish FIDI 2br/2ba | Close to everything!,Downtown,42.35701237566666,-71.05481246796076,Entire home/apt,249.0,1,125,2024-12-18,4.47,67,309,52,STR-489679,4.47
2371,702086929630286306,2br/2ba FIDI Apt | Keyless Entry | Walk anywhere!,Downtown,42.356952467586254,-71.05509589038489,Entire home/apt,263.0,1,144,2024-12-11,5.17,67,322,72,STR-489680,5.17
2372,702087071845813431,Bright and Bold 2BR | Minutes from the T!,Downtown,42.35883208439192,-71.05460809946901,Entire home/apt,365.0,1,189,2024-12-15,6.78,67,298,81,STR-489681,6.78
2373,703444005326529117,"D/R2 Private, small room near Red Line, IN Boston!",Dorchester,42.31757,-71.05341,Private room,36.0,29,30,2023-09-23,1.07,8,322,0,Exempt: This listing is a unit that has contracts with hospitals,1.07
2374,703775139748348565,Condo in downtown Boston,Bay Village,42.34982,-71.06879,Entire home/apt,557.0,2,104,2024-11-09,3.81,1,232,40,STR-544848,3.81
2375,703833733256479071,BC/BU - Newly Renovated Penthouse 3-bedroom/2-bath,Brighton,42.34051,-71.14498,Entire home/apt,398.0,3,89,2024-12-08,3.35,1,296,35,STR-492873,3.35
2376,704062264957785423,"Blueground | N Station, w/d & gym, nr td garden",Downtown,42.365947,-71.063473,Entire home/apt,168.0,32,0,NA,1.79,352,234,0,NA,1.79
2377,705014843735903932,Ellie 11 - Heart of Back Bay! Room for 4!,Back Bay,42.34236,-71.08233,Entire home/apt,136.0,1,83,2024-11-09,3.1,76,302,34,STR-531165,3.1
2378,705014899720892075,"Ellie 8 - NEW! A+ Back Bay Location, Light-filled",South End,42.34244,-71.08176,Entire home/apt,189.0,1,74,2024-11-19,3.07,76,306,38,STR-531165,3.07
2379,705104239378951885,5BR 2BTH Bright & Spacious  Apt in Brighton,Brighton,42.36193,-71.14457,Entire home/apt,271.0,1,23,2024-11-23,1.13,34,302,14,STR-461419,1.13
2380,705177231048177987,Juan & Wendy's Gateway#1,Mattapan,42.27827,-71.09892,Private room,55.0,4,30,2024-10-20,1.07,2,242,9,STR-459557,1.07
2381,706361084592912840,FIDI Boston Spacious 2BR | Keyless Entry,Downtown,42.35863594231532,-71.05500951150687,Entire home/apt,288.0,29,87,2023-12-10,3.13,67,312,0,STR-489666,3.13
2382,706370390426147910,"Bold, Spacious 2br in Boston's Financial District",Downtown,42.35825,-71.05526,Entire home/apt,219.0,1,156,2024-12-15,5.62,67,354,71,STR-489674,5.62
2383,706378208295989224,Airy 2BR | Fidi Boston | Walk anywhere!,Downtown,42.35878332685929,-71.05506999156788,Entire home/apt,401.0,1,142,2024-12-11,5.1,67,322,65,STR-489676,5.1
2384,706390127263498796,Beautiful 2BR In FIDI Boston | Self Check-in,Downtown,42.356589950524445,-71.05380253226004,Entire home/apt,240.0,1,164,2024-12-13,5.87,67,354,68,STR-489682,5.87
2385,706391605702679581,FIDI Boston Lovely 2BR | Close to the T!,Downtown,42.35727981525896,-71.05497914089749,Entire home/apt,279.0,1,148,2024-12-14,5.32,67,328,60,STR-489683,5.32
2386,706395724644588632,Gorgeous Boston 2BR | Financial District,Downtown,42.35681644219281,-71.05324444850807,Entire home/apt,244.0,1,151,2024-12-13,5.44,67,341,70,STR-489684,5.44
2387,706401579813628843,Open Air 2BR | FIDI Boston | Close to Everything!,Downtown,42.3579815584475,-71.05506052287039,Entire home/apt,300.0,1,158,2024-11-23,5.68,67,305,62,STR-489685,5.68
2388,706409928494970624,FIDI 2br | Keyless Entry | Fully Furnished,Downtown,42.3580831477226,-71.05316686351354,Entire home/apt,254.0,1,160,2024-12-10,5.77,67,354,76,STR-489686,5.77
2389,706418652437318875,Wonderful FIDI 2br | Keyless Entry,Downtown,42.35661866605673,-71.05438096977204,Entire home/apt,222.0,1,132,2024-12-13,4.73,67,298,57,STR-489687,4.73
2390,706427301781468018,Warm 1BR in Boston FIDI | Close to Everything!,Downtown,42.35724,-71.053,Entire home/apt,246.0,1,136,2024-12-04,4.87,67,341,63,STR-489689,4.87
2391,706435487823408368,Comfy Financial District 1br | Keyless Entry,Downtown,42.35866684098461,-71.05489370532862,Entire home/apt,231.0,1,131,2024-11-29,4.69,67,330,50,STR-489693,4.69
2392,706439237549118033,Boston Financial District 1BR | Walk to anything!,Downtown,42.358049519419495,-71.05293951860236,Entire home/apt,186.0,1,154,2024-11-08,5.51,67,339,61,STR-489694,5.51
2393,706445990952752456,Spacious 1br In Boston FIDI | Close to T!,Downtown,42.35884,-71.05493,Entire home/apt,166.0,1,153,2024-12-16,5.48,67,360,68,STR-489695,5.48
2394,706455594639449523,Bright FIDI 1br | Centrally Located,Downtown,42.35832,-71.05316,Entire home/apt,196.0,1,164,2024-12-18,5.87,67,346,69,STR-489705,5.87
2395,706551784704814139,(BB2F) NEW! Gorgeous 1 bed!,Back Bay,42.35011,-71.08893,Entire home/apt,132.0,1,167,2024-12-05,6.03,76,292,67,STR-531165,6.03
2396,707412419280652756,Most attractive 2 bed 2 bath apt in downtownBoston,Beacon Hill,42.35958,-71.06504,Entire home/apt,80.0,29,3,2024-08-27,0.12,70,173,2,NA,0.12
2397,709454279559399856,Brand New 1 Private Room East Boston Jeffries Pt,East Boston,42.366,-71.03254,Private room,70.0,29,0,NA,1.79,1,352,0,NA,1.79
2398,710061218938630826,"Private bedroom, shared bath, off-street parking",Dorchester,42.29267,-71.06143,Private room,54.0,32,7,2024-12-15,0.27,3,213,3,NA,0.27
2399,710219921415947886,South Boston Best Location!,South Boston,42.33581,-71.03809,Entire home/apt,1000.0,29,10,2022-11-27,0.36,1,365,0,STR-486358,0.36
2400,710811277169357121,Luxury 2BD/2BA Near Airport 3975,East Boston,42.38625,-71.00575,Entire home/apt,98.0,29,84,2023-12-04,3.03,93,330,0,Exempt: This listing is a unit that has contracts with hospitals,3.03
2401,711426239388775679,Cute Efficiency Unit in Longwood/Fenway,Mission Hill,42.33331,-71.10498,Entire home/apt,85.0,2,71,2024-12-03,2.82,19,45,28,STR-545178,2.82
2402,711448738229382796,Cozy Longwood-Fenway Studio,Mission Hill,42.33186,-71.10578,Entire home/apt,75.0,2,57,2024-11-16,2.22,19,98,19,STR-545178,2.22
2403,711476894762823525,Chic Condo near T Station & Airport.,East Boston,42.38509,-71.00395,Entire home/apt,323.0,29,74,2024-10-01,3.46,2,352,24,STR-570193,3.46
2404,711511026921156638,T-Stop Getaway: Stylish Condo by the Logan Airport,East Boston,42.38426,-71.00501,Entire home/apt,268.0,2,75,2024-12-02,3.35,2,42,29,STR-492566,3.35
2405,712177073029740980,Great room for a longer stay in JP-near everything,Jamaica Plain,42.31951,-71.11049,Private room,184.68,60,7,2024-06-16,0.28,1,272,1,NA,0.28
2406,712524834866658437,"2bd Apt, 3 min walk to train, 7min to airport",East Boston,42.38831,-70.996,Entire home/apt,147.0,2,100,2024-12-03,3.94,1,336,47,STR-560474,3.94
2407,713140450013616661,Spacious 4BR in Boston – Clean & Near Transit,Dorchester,42.2981,-71.07053,Entire home/apt,184.68,2,28,2024-09-29,1.04,2,359,10,STR-469079,1.04
2408,713531321139220993,New! Luxurious 3-BR Apt (7B2) Near Downtown Boston,Dorchester,42.2960199,-71.0808613,Entire home/apt,236.0,1,164,2024-12-15,6.79,7,292,84,STR-491593,6.79
2409,713859265245447720,All new 2-bedroom garden apartment on great block.,Jamaica Plain,42.3082134,-71.11154549999999,Entire home/apt,325.0,4,54,2024-11-29,2.02,1,323,24,STR-545049,2.02
2410,714429437292361326,Modern 1 bed &Study w/ fireplace laundry parking,South End,42.33714873860709,-71.0698103,Entire home/apt,125.0,30,30,2023-06-12,1.13,1,148,0,STR-492879,1.13
2411,715101662823777649,New 2BR|2BA Condo in Jefferies Point with Backyard,East Boston,42.36845,-71.03757,Entire home/apt,195.0,91,0,NA,1.79,1,335,0,NA,1.79
2412,715157966796616045,Gorgeous Audubon Circle Studios (3),Fenway,42.34718,-71.10368,Entire home/apt,195.0,29,6,2024-08-31,0.23,4,291,1,NA,0.23
2413,715658190467254169,"Blueground | South Boston, nr restaurants",South Boston,42.3356856,-71.0428472,Entire home/apt,90.0,32,1,2024-06-28,0.17,352,250,1,NA,0.17
2414,715986764385449660,(140R) Cozy Studio in Boston's Back Bay,Back Bay,42.35431,-71.07596,Entire home/apt,90.0,1,128,2024-11-24,4.79,76,225,57,Exempt: This listing is a hotel or motel,4.79
2415,716006377445470301,Lovely 4bed room apt@ beacon hill boston Downtown,West End,42.36181,-71.06578,Entire home/apt,184.68,29,3,2024-08-10,0.16,70,48,2,NA,0.16
2416,716081443145047239,Private Room with Shared Bath in Quiet Street,South Boston,42.33148,-71.05142,Private room,184.68,29,12,2024-02-05,0.46,34,286,1,STR-522998,0.46
2417,716081495310456299,Peaceful Room w/ Shared Bath near Red Line,South Boston,42.33327,-71.05132,Private room,38.0,29,9,2023-07-02,0.33,34,286,0,STR-522998,0.33
2418,716698553651312935,"Cozy, convenient Back Bay condo.",Back Bay,42.34653,-71.08656,Entire home/apt,200.0,2,33,2024-10-27,1.54,1,56,14,STR-511743,1.54
2419,717146001095503447,"Blueground | Back Bay, w/d, nr newbury st",Back Bay,42.3496958,-71.081231,Entire home/apt,146.0,32,0,NA,1.79,352,229,0,NA,1.79
2420,717146354041449430,"Blueground | Back Bay, w/d, nr newbury st",Back Bay,42.3497116,-71.0813239,Entire home/apt,147.0,32,0,NA,1.79,352,329,0,NA,1.79
2421,717947226350098456,Boston room's and studios in boston ma.usa,Mattapan,42.27188,-71.08839,Private room,70.0,5,30,2024-11-02,1.13,1,365,16,STR-489962,1.13
2422,718799886240086989,Lovely 1-Bedroom close to public transportation.,Dorchester,42.29525,-71.08216,Private room,184.68,91,1,2024-02-01,0.09,4,20,1,NA,0.09
2423,719467171987235663,Spacious 2bd/1ba | Free Parking | 3D TOUR 7748,Dorchester,42.29734,-71.0831,Entire home/apt,124.0,1,83,2024-12-17,3.03,93,332,33,STR-515555,3.03
2424,719990238559489665,"Blueground | Fenway, gym & w/d, nr fenway t",Fenway,42.34313909999999,-71.09659100000002,Entire home/apt,147.0,32,0,NA,1.79,352,144,0,NA,1.79
2425,721977955281446033,Boston arbor oasis - cute one bedroom suite,Mattapan,42.2751989,-71.0761706,Entire home/apt,100.0,1,119,2024-12-11,5.44,1,347,68,STR-545047,5.44
2426,723597701376842186,Lovely 420 friendly home,Dorchester,42.28767,-71.07114,Private room,73.0,91,0,NA,1.79,2,365,0,NA,1.79
2427,724112947978939396,"Luxury 2Bed, 2Bath, Near BU, Hospitals, Fenway",Fenway,42.34757,-71.10204,Entire home/apt,311.0,31,15,2024-10-16,0.72,40,365,1,Exempt: This listing is a unit used for furnished institutional or business stays,0.72
2428,724619994970017699,Luxury 2BD/2BA Near Logan Airport and T station 4607,East Boston,42.38802,-71.00643,Entire home/apt,123.0,29,50,2023-12-11,1.87,93,351,0,Exempt: This listing is a unit that has contracts with hospitals,1.87
2429,724685819767873194,Lovely 2 bedroom apt Beacon Hill Boston downtown,Beacon Hill,42.35945,-71.06521,Entire home/apt,70.0,29,2,2024-09-05,0.23,70,132,2,NA,0.23
2430,724887655271565890,Amazing 1 bed rm w nice living rm w extra full bed,Beacon Hill,42.36003,-71.06897,Entire home/apt,80.0,29,2,2024-06-19,0.08,70,172,1,NA,0.08
2431,726322220210519136,Gorgeous Audubon Circle Studios (4),Fenway,42.34742,-71.10491,Entire home/apt,184.68,29,7,2024-10-19,0.27,4,283,4,NA,0.27
2432,727368563191104397,Cozy Fenway 1Br/1Ba | Close to Fenway Park!,Fenway,42.3487,-71.10437,Entire home/apt,144.0,1,103,2024-12-17,3.84,75,323,45,STR-493755,3.84
2433,728876693663285499,Beautiful Back Bay 1 BR on Commonwealth Ave,Back Bay,42.35017,-71.08923,Entire home/apt,125.0,30,3,2024-11-25,0.12,1,279,1,NA,0.12
2434,729254397646619056,4BD/2BA w/ 2 King Beds! Near Airport and Subway.,East Boston,42.37146,-71.03357,Entire home/apt,197.0,1,96,2024-11-30,3.75,18,245,45,STR-489771,3.75
2435,729557022119651821,Cozy 1,Dorchester,42.30921433156312,-71.0666403116394,Private room,100.0,2,68,2024-11-18,2.68,4,350,24,STR-512015,2.68
2436,729597299173881827,"(5G2) Beautiful Duplex, W/D, Best Location!",Back Bay,42.34938,-71.0836,Entire home/apt,414.0,1,144,2024-12-05,5.5,76,211,65,STR-550494,5.5
2437,729658576548339540,Private Room Near Metro and Beaches w/ Workspace,South Boston,42.33339,-71.0519,Private room,184.68,29,13,2023-12-01,0.49,34,361,0,STR-522998,0.49
2438,730447098205262414,"Modern, Luxury Apartment Near Downtown Boston",East Boston,42.37628,-71.03818,Private room,76.0,30,0,NA,1.79,1,362,0,NA,1.79
2439,730478965019511672,BRAND NEW 3bds+2brs Apt. Minutes away from Boston.,Dorchester,42.2932,-71.06254,Entire home/apt,375.0,2,30,2024-11-11,1.19,1,340,13,STR-483772,1.19
2440,731257486642956305,"Sunshine, Laundry-in-unit, Designated work area",Jamaica Plain,42.3167812,-71.1068123,Entire home/apt,120.0,29,4,2024-09-30,0.19,4,84,2,NA,0.19
2441,731581616930727750,"Blueground | Chinatown/Theater Dist, gym, nr t",Downtown,42.3511858,-71.06401699999999,Entire home/apt,219.0,32,1,2023-08-07,0.06,352,326,0,NA,0.06
2442,731719702200184603,Boston In-law Suite with Private Entrance,Brighton,42.35581,-71.15674,Entire home/apt,119.0,2,70,2024-11-11,2.79,1,158,31,STR-494245,2.79
2443,732336608678199799,"Blueground | N Station, w/d & gym, nr td garden",Downtown,42.365947,-71.063473,Entire home/apt,215.0,32,1,2024-04-30,0.13,352,234,1,NA,0.13
2444,732410256220173645,"Downtown Studio Apt, near Tufts Med, BMC, MGF",Downtown,42.35038,-71.06412,Entire home/apt,62.0,29,22,2023-11-11,0.83,34,353,0,STR-422487,0.83
2445,733385517056774942,Beautiful  and Cozy Apartment!,East Boston,42.37815119660565,-71.03183518957874,Entire home/apt,100.0,2,101,2024-11-10,4.93,1,341,47,STR-494373,4.93
2446,735590665820048351,B_Large room easy commute to Boston Downtown.,Dorchester,42.3206,-71.05697,Private room,66.0,1,97,2024-11-17,3.66,13,176,38,STR-484164,3.66
2447,735862946917200932,Simple Private Room #278 B,North End,42.36405,-71.05541,Private room,77.0,91,0,NA,1.79,116,122,0,NA,1.79
2448,735865422396544085,Accessible Private Room #331 C,Dorchester,42.31406,-71.0605,Private room,184.68,91,0,NA,1.79,116,284,0,NA,1.79
2449,736997125298255038,D_Lovely room easy commute to Boston Downtown,Dorchester,42.32233,-71.05546,Private room,184.68,1,98,2024-12-05,3.68,13,175,44,STR-484164,3.68
2450,737064548472086071,Hidden Gem right in the city of Boston,Hyde Park,42.25809,-71.12244,Entire home/apt,124.0,1,99,2024-12-07,4.13,1,231,53,STR-515097,4.13
2451,739614638101275517,Sunny Hill Garden Unit 2,Roxbury,42.31123,-71.08625,Entire home/apt,550.0,29,0,NA,1.79,1,365,0,NA,1.79
2452,740388715377822287,Convenient Private Room #1301 A,Brighton,42.34915,-71.1492,Private room,44.0,91,0,NA,1.79,116,363,0,NA,1.79
2453,740393253260304866,Accessible Private Room #1403 E,Brighton,42.34068,-71.14623,Private room,63.0,91,0,NA,1.79,116,345,0,NA,1.79
2454,740400290363696561,Beautiful South End 2BR apartment,South End,42.34406,-71.07557,Entire home/apt,940.0,3,5,2024-10-21,0.24,1,287,4,STR-522463,0.24
2455,741919382755118639,Cheerful 2-bedroom house,Charlestown,42.3775,-71.05864,Entire home/apt,299.0,29,0,NA,1.79,1,199,0,STR-511544,1.79
2456,742039562835248222,Apt 2 bedroom in Boston close to Airport & Train,East Boston,42.37399,-71.03466,Entire home/apt,129.0,2,114,2024-12-01,4.41,3,260,47,STR-492396,4.41
2457,742760728038883935,Sunny room with private en suite bathroom,East Boston,42.37859,-71.03479,Private room,101.0,1,233,2024-11-24,9.72,1,258,101,STR-515160,9.72
2458,743329198713904828,"Location, Location, Location! - Luxury 3 Bedrooms",Fenway,42.34248,-71.08748,Entire home/apt,530.0,3,80,2024-12-08,3.2,1,75,45,STR-416410,3.2
2459,745758164210682478,Comfortable Living in Furnished Private Room,Brighton,42.35999,-71.14328,Private room,34.0,1,12,2024-10-10,0.49,34,323,4,STR-461419,0.49
2460,746387699454983289,Trendy Escape 3 bedroom Hostel with patios,Hyde Park,42.2611332,-71.1158162,Private room,74.0,91,1,2023-09-02,0.06,3,365,0,NA,0.06
2461,746894377671205911,Trendy Escape 2,Hyde Park,42.26222,-71.11491,Private room,250.0,29,0,NA,1.79,3,365,0,STR-512449,1.79
2462,747055377955571433,Transit friendly condo on quiet street,Roslindale,42.28509,-71.14088,Entire home/apt,172.0,2,90,2024-12-08,3.56,1,75,45,STR-494903,3.56
2463,748360987335266464,Peaceful Garden Apartment,Jamaica Plain,42.30837,-71.11098,Entire home/apt,209.0,3,80,2024-11-10,4.14,2,64,35,str-454183,4.14
2464,748711480939888945,Rare to find huge Luxury corner 3 br condo Seaport,South Boston Waterfront,42.34902,-71.04033,Entire home/apt,599.0,29,0,NA,1.79,62,365,0,Str-357567,1.79
2465,749934515407659019,Ideal North End 1brm Central To Everything,North End,42.36536,-71.05187,Entire home/apt,147.0,1,97,2024-11-24,3.89,18,349,37,STR-511468,3.89
2466,749957818849456669,"(5G1) Best Location, 2 Bedroom, 1.5 bath, Free w&d",Back Bay,42.3491,-71.08513,Entire home/apt,283.0,1,103,2024-12-06,4.01,76,250,49,STR-547612,4.01
2467,751255733039018358,"Blueground | North End, w/d, nr restaurants",North End,42.3649735,-71.0559285,Entire home/apt,148.0,32,0,NA,1.79,352,365,0,NA,1.79
2468,751256340541168925,"Blueground | N Station, terrace, nr td garden",Downtown,42.3650387,-71.0602864,Entire home/apt,157.0,32,0,NA,1.79,352,365,0,NA,1.79
2469,751488512523959302,Classic & stylish condo near iconic Boston Harbor,East Boston,42.36599,-71.03674,Entire home/apt,200.0,30,1,2024-04-17,0.12,1,34,1,STR-543034,0.12
2470,753003575647696758,Lovely luxury 2Ba 2Ba Lake view Boston,Jamaica Plain,42.32821,-71.11177,Entire home/apt,599.0,30,1,2022-11-13,0.04,62,365,0,Exempt: This listing is a unit used for furnished institutional or business stays,0.04
2471,753062897100166560,Cozy 2,Dorchester,42.309325410537184,-71.06657593862305,Private room,100.0,2,74,2024-10-16,2.87,4,361,19,STR-512015,2.87
2472,753074503492237710,Cozy 3,Dorchester,42.31008,-71.06769,Private room,100.0,2,52,2024-11-01,2.02,4,359,19,STR-512015,2.02
2473,753080607805650432,Cozy 4,Dorchester,42.31042,-71.06703,Private room,100.0,2,79,2024-11-10,3.08,4,363,28,STR-512015,3.08
2474,753864604867041831,Charm & Relaxing Studio near MGH,Beacon Hill,42.35935,-71.06354,Entire home/apt,67.0,29,24,2023-11-15,0.93,34,365,0,STR-428031,0.93
2475,753865831658652689,Sunny Room w/ Shared Bath in Modest Brighton Home,Brighton,42.35147,-71.16237,Private room,184.68,1,10,2024-09-27,0.43,34,360,4,STR-484106,0.43
2476,754223532687110664,"Last Minute Deals, Experience Boston, FREE Parking",Dorchester,42.31707,-71.05176,Entire home/apt,162.0,3,35,2024-11-10,1.39,9,85,14,STR-463273,1.39
2477,754299484662610177,Outstanding apartment in Seaport,South Boston Waterfront,42.34921,-71.04141,Entire home/apt,349.0,29,1,2022-12-26,0.04,62,365,0,STR-856339,0.04
2478,754333628848060810,Outstanding luxury 2Br 2Ba apartment,Jamaica Plain,42.32862,-71.11265,Entire home/apt,699.0,29,8,2023-11-11,0.42,62,365,0,Exempt: This listing is a unit used for furnished institutional or business stays,0.42
2479,754921465460632358,"Blueground | Downtown/Financial Dist, w/d & gym",Chinatown,42.3522851,-71.05910879999999,Entire home/apt,157.0,32,0,NA,1.79,352,20,0,NA,1.79
2480,755533469713682355,Boston Townhouse - 3bd / 2.5ba - Central Location,South Boston,42.33769997569087,-71.04779206216335,Entire home/apt,293.0,3,65,2024-12-15,4.16,1,139,50,STR-512389,4.16
2481,755549554190811005,"Blueground | Back Bay, w/d, nr copley t",Back Bay,42.3496611,-71.0814631,Entire home/apt,135.0,32,0,NA,1.79,352,264,0,NA,1.79
2482,755549831090119147,"Blueground | Allston, gym & w/d, nr griggs t",Allston,42.3474674,-71.1332006,Entire home/apt,135.0,32,0,NA,1.79,352,272,0,NA,1.79
2483,755550110633481973,"Blueground | Back Bay, w/d, nr newbury st",Back Bay,42.3496453,-71.0813703,Entire home/apt,109.0,32,2,2024-08-31,0.33,352,252,2,NA,0.33
2484,755623527529374356,"PH City Views, Spacious 2 Bed/2 Bath w/ 2 Decks",South Boston,42.33349,-71.04808,Entire home/apt,575.0,1,14,2024-10-28,0.69,8,345,7,STR-461452,0.69
2485,755773092035978151,Cozy 1Br1Ba apartment with water view,South Boston Waterfront,42.3477,-71.04169,Entire home/apt,399.0,30,0,NA,1.79,62,365,0,Str-424176,1.79
2486,756324133930417059,"Blueground | Downtown/Financial Dist, w/d & gym",Chinatown,42.3522851,-71.05910879999999,Entire home/apt,166.0,32,0,NA,1.79,352,0,0,NA,1.79
2487,757021735358934310,"Blueground | Allston, gym & w/d, nr griggs t",Allston,42.3474674,-71.1332006,Entire home/apt,135.0,32,1,2023-03-19,0.05,352,359,0,NA,0.05
2488,757230411058859668,Private bedroom with king sized bed-next to the T,Brighton,42.34244,-71.14736,Private room,184.68,45,18,2023-06-19,0.71,1,0,0,STR-513668,0.71
2489,758249585153279048,New spacious 4BR w/ keyless entry& free st parking,Dorchester,42.30159,-71.07647,Entire home/apt,607.0,2,24,2024-10-28,0.94,1,90,3,STR-550183,0.94
2490,758653948795940077,*NEW* 3 BR South End Duplex with A/C in the city!,South End,42.3460970337773,-71.07256090149903,Entire home/apt,315.0,1,117,2024-11-26,4.79,1,196,61,STR-493899,4.79
