,id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,review_per_month
169,4699828,Charming Victorian Furnished Home,Hyde Park,42.2563,-71.12762,Entire home/apt,235.0,29,113,2024-10-19,0.96,1,266,8,STR-544913,0.96
170,4710583,Cozy Attic Bedroom in Allston,Allston,42.35914,-71.13348,Private room,184.68,91,3,2018-06-19,0.03,5,0,0,NA,0.03
171,4737304,Cosy Celtic Retreat,Brighton,42.35111,-71.16529,Private room,75.0,91,28,2024-07-31,0.24,1,356,2,NA,0.24
172,4755586,One Sweet Place (A) managed by Andrea,Mattapan,42.27667,-71.08169,Private room,25.0,30,23,2024-04-07,0.28,4,233,2,STR-416068,0.28
173,4757808,Romantic Beacon Hill Studio,Beacon Hill,42.35815,-71.07102,Entire home/apt,184.68,91,5,2015-10-25,0.04,1,0,0,NA,0.04
174,4765070,Studio w/ private entrance and bathroom,Jamaica Plain,42.32352198858505,-71.10688328334862,Entire home/apt,98.0,29,428,2024-08-30,3.53,1,181,4,STR-545228,3.53
176,5019306,Sunny Duplex Condo + Private Parking,South Boston,42.33257,-71.02959,Entire home/apt,375.0,3,211,2024-08-31,1.77,1,0,8,STR-536179,1.77
177,5047340,Spacious Family-Friendly Townhome Near Harvard,Allston,42.35779,-71.13347,Entire home/apt,551.0,2,321,2024-12-01,3.25,2,114,65,STR-568839,3.25
178,5048406,3rd floor room in Victorian House,Dorchester,42.31124,-71.06551,Private room,65.0,29,41,2023-06-18,0.34,1,365,0,STR-415034,0.34
179,5049582,Quiet room - Great location!,Jamaica Plain,42.31327,-71.10811,Private room,70.0,30,36,2024-11-21,0.31,2,287,4,STR-416301,0.31
180,5054601,"Large room with view on Downtown, 27 Dexter Street",South Boston,42.33034,-71.05802,Private room,184.68,5,197,2024-10-20,1.65,6,102,15,STR-524662,1.65
181,5088560,Stunning SouthEnd/BackBay Penthouse,Roxbury,42.34041,-71.08384,Entire home/apt,184.68,29,100,2020-12-27,0.88,3,312,0,Exempt: This listing is a unit used for furnished institutional or business stays,0.88
182,5166870,2 Bdrm Apt w/ tower in JP Victorian,Jamaica Plain,42.30542,-71.10409,Entire home/apt,188.0,2,461,2024-11-20,3.84,1,233,58,STR-446628,3.84
183,5203538,Beautiful Townhouse Boston's South End,South End,42.34024,-71.07483,Entire home/apt,950.0,5,35,2024-10-28,0.29,1,306,12,STR-470244,0.29
184,5358934,"Renovated, Quiet, Free Parking",Roxbury,42.31681,-71.08001,Private room,39.0,91,6,2019-11-01,0.06,31,365,0,NA,0.06
185,5364137,Studio Condo by Airport and T Station,East Boston,42.38704,-71.00581,Entire home/apt,184.68,90,85,2023-03-19,0.72,2,57,0,NA,0.72
186,5371051,Beautiful 3 bedroom Dorchester MA,Dorchester,42.31163,-71.06351,Entire home/apt,99.0,29,266,2024-09-30,2.41,2,251,2,NA,2.41
187,5434353,Quiet  Beauty in Boston,Roslindale,42.28629,-71.13839,Entire home/apt,155.0,29,25,2021-04-30,0.22,2,365,0,STR-445527,0.22
188,5478135,City living near the beach!,East Boston,42.38455,-71.00217,Entire home/apt,184.68,91,26,2016-11-13,0.25,1,0,0,NA,0.25
189,5495267,Parking Renovated Close to Downtown,Roxbury,42.31676,-71.08,Private room,39.0,91,2,2016-08-30,0.02,31,347,0,NA,0.02
190,5526487,*Fort Hill Inn: Penthouse Duplex* Close to Center,Mission Hill,42.33211,-71.09842,Entire home/apt,150.0,3,214,2024-11-17,1.84,5,117,40,STR446658,1.84
191,5526514,"Fresh! City Loft Apartment,  Minutes to Center!",Roxbury,42.3285,-71.09608,Entire home/apt,125.0,3,131,2024-10-26,1.1,5,136,3,STR-446656,1.1
192,5581575,Private Entrance * King Beds * Parking * Kid Ready,Back Bay,42.34628,-71.08064,Entire home/apt,275.0,29,214,2024-12-03,2.08,1,71,4,STR-400453,2.08
193,5718801,"Heart of South End, Convenient, Comfy Studio #42",South End,42.34441,-71.07633,Entire home/apt,83.0,1,155,2024-10-12,1.34,88,91,2,STR-441252,1.34
194,5726250,Boston at your doorstep!,Charlestown,42.38118,-71.06073,Entire home/apt,184.68,3,34,2024-08-12,0.3,1,8,3,STR-526971,0.3
195,5738018,Sunny Two-Bedroom in Boston,Jamaica Plain,42.32448,-71.10664,Entire home/apt,184.68,91,0,NA,1.79,1,0,0,NA,1.79
196,5746844,Share South End Multi-level Loft/ with parking,Roxbury,42.33509,-71.07847,Private room,100.0,91,9,2015-08-21,0.08,3,322,0,NA,0.08
197,5768819,"Stylish Downtown Studio in the SouthEnd, C.Ave# 4",South End,42.34447,-71.07644,Entire home/apt,115.0,1,153,2024-12-16,1.35,88,151,3,STR-463181,1.35
198,5769127,"Stylish Downtown Studio in the SouthEnd, C.Ave# 3",South End,42.34447,-71.07644,Entire home/apt,70.0,29,310,2024-03-02,2.67,88,95,1,STR-415604,2.67
199,5775139,Large room located in Allston,Allston,42.35211,-71.13178,Private room,184.68,91,0,NA,1.79,1,0,0,NA,1.79
200,5781926,City sanctuary - garden terrace - ocean view,South Boston,42.33286,-71.04506,Entire home/apt,250.0,3,94,2024-11-12,1.06,1,351,19,STR-398153,1.06
201,5782221,"""La Gemma"" - a gem in the North End",North End,42.36726,-71.05424,Entire home/apt,330.0,3,301,2024-09-26,2.62,1,91,25,STR-388064,2.62
202,5813177,Sunny 1BR for Summer,Fenway,42.34306,-71.0872,Entire home/apt,184.68,91,0,NA,1.79,1,0,0,NA,1.79
203,5856633,Condo overlooking Boston Harbour,South Boston,42.33284,-71.04685,Entire home/apt,184.68,91,1,2016-05-13,0.01,1,0,0,NA,0.01
204,5870922,The Nantucket Room near Harvard Square,Allston,42.3605,-71.12633,Private room,50.0,3,371,2024-11-23,3.15,9,163,38,STR-383892,3.15
205,5884429,"2 rms, private bath, females or grandparents only",Roslindale,42.28516,-71.13772,Private room,90.0,3,113,2024-10-27,0.97,2,173,1,STR-396424,0.97
206,5919529,Great location! 3 BD single fam. Kid-friendly.,Back Bay,42.35009,-71.07023,Entire home/apt,568.0,91,14,2016-04-22,0.12,1,177,0,NA,0.12
207,5927267,"Large room, wood floor, 2 windows, 27 Dexter",South Boston,42.33034,-71.05802,Private room,65.0,5,202,2024-11-03,1.72,6,96,14,STR-524662,1.72
208,5932402,South End Condo,South End,42.34459,-71.06999,Private room,184.68,91,0,NA,1.79,1,0,0,NA,1.79
209,5967421,The Meditation Room near Harvard Square,Allston,42.3605,-71.12633,Private room,73.0,75,178,2024-08-19,1.52,9,233,4,NA,1.52
210,5974886,"Quiet, 2 mbta stops to downtown w free parking",Dorchester,42.32426,-71.05869,Entire home/apt,138.0,3,24,2024-10-20,0.21,1,33,18,STR-455594,0.21
211,6066455,Large 3.5 BR|2 BA Penthouse Duplex,Beacon Hill,42.35964,-71.07094,Entire home/apt,857.0,7,212,2024-11-19,1.83,16,95,21,STR-441399,1.83
212,6080461,Fort Hill Inn- Cozy Studio ApT 1.5 miles to Center,Roxbury,42.32966,-71.09597,Entire home/apt,121.0,3,143,2024-10-16,1.22,5,138,19,STR-446654,1.22
213,6131224,Hidden Gem in Boston: Long Term 1 Month + Only,Hyde Park,42.2619,-71.11315,Entire home/apt,119.0,29,28,2024-11-30,0.24,1,157,3,NA,0.24
214,6214710,Small studio in GREAT location,Back Bay,42.35262,-71.07899,Entire home/apt,115.0,91,57,2019-07-06,0.5,1,119,0,NA,0.5
215,6238463,Pvt tree top suite in great location,Jamaica Plain,42.31583,-71.11448,Private room,129.0,2,371,2024-11-25,3.29,1,36,53,STR-411564,3.29
216,6377998,"Family friendly Victorian home, walk to T",Jamaica Plain,42.31584,-71.09932,Entire home/apt,350.0,29,42,2024-08-31,0.37,1,363,1,STR-416102,0.37
217,6426364,Great city views top floor one bed #7,South End,42.34144,-71.0763,Entire home/apt,140.0,29,84,2023-09-02,0.72,6,274,0,NA,0.72
218,6465075,Spacious 5BR Condo w/parking near METRO,Jamaica Plain,42.29828,-71.11048,Entire home/apt,643.0,3,218,2024-11-10,1.87,1,321,24,STR-445893,1.87
219,6489209,"Large room, excellent access, 27 Dexter Street",South Boston,42.33034,-71.05802,Private room,65.0,5,123,2024-11-21,1.06,6,101,16,STR-524662,1.06
220,6544267,Urban Oasis / Apartment perfect for work & create,Roxbury,42.32932,-71.08925,Entire home/apt,154.0,3,98,2024-11-18,1.2,1,350,16,STR-546631,1.2
221,6603827,Cozy private room near bus stop,Roslindale,42.28411,-71.11693,Private room,50.0,29,15,2024-05-01,0.13,3,362,2,NA,0.13
222,6609546,Beautiful Waterfront Location.,South Boston Waterfront,42.34791,-71.04196,Private room,149.0,29,224,2020-03-12,1.93,2,365,0,STR-416477,1.93
223,6646604,"Cozy 1B, Green Line, Boston Coll, Lift, Roof Deck",Brighton,42.34118,-71.14678,Entire home/apt,155.0,30,39,2024-09-01,0.34,40,317,3,Exempt: This listing is a unit used for furnished institutional or business stays,0.34
224,6690605,Renovated Boston Apartment,Charlestown,42.37639,-71.06389,Entire home/apt,184.68,91,24,2019-08-13,0.21,1,0,0,NA,0.21
225,6746543,Cool Top Floor 1 Bedroom Penthouse,Chinatown,42.34991,-71.06164,Entire home/apt,229.0,91,9,2024-03-09,0.08,1,363,1,NA,0.08
226,6758443,"Stylish Downtown Studio in the SouthEnd, C.Ave# 45",South End,42.34441,-71.07633,Entire home/apt,95.0,1,255,2024-11-18,2.2,88,110,14,STR-441260,2.2
227,6758462,"Stylish Downtown Studio in the SouthEnd, C.Ave# 43",South End,42.34441,-71.07633,Entire home/apt,105.0,1,163,2024-12-08,1.74,88,157,17,LB-101763,1.74
228,6758482,"Stylish Downtown Studio in the SouthEnd, C.Ave# 1",South End,42.34447,-71.07644,Entire home/apt,184.68,29,159,2023-05-13,1.69,88,74,0,STR-415602,1.69
229,6759004,Iconic Newbury Street at Your Doorstep #10,Back Bay,42.34982,-71.08264,Entire home/apt,96.0,1,268,2024-11-03,2.35,88,205,22,STR-445402,2.35
230,6759439,South End Studio Perfect for Work Travel #26,South End,42.34441,-71.07633,Entire home/apt,105.0,1,111,2024-10-20,1.2,88,179,14,STR-441244,1.2
231,6762011,"Heart of South End, Convenient, Comfy Studio #22",South End,42.34441,-71.07633,Entire home/apt,82.0,1,158,2024-11-24,1.59,88,104,19,LB-101763,1.59
232,6763409,"Charming Studio in Boston Brownstone, C.Ave#5",South End,42.34447,-71.07644,Entire home/apt,99.0,29,258,2023-11-30,2.3,88,149,0,STR-415606,2.3
233,6780077,"Treetop and Ocean view, safe, near metro",Dorchester,42.31392,-71.06137,Entire home/apt,183.0,2,122,2024-11-30,1.69,3,311,24,STR-547060,1.69
234,6800522,"Small room Easy to Downtown, Longwood Clean Sunny",Roxbury,42.31676,-71.08,Private room,35.0,91,11,2016-09-21,0.1,31,365,0,NA,0.1
235,6810723,"South End Studio, Ideal for Boston Travelers..# 23",South End,42.34441,-71.07633,Entire home/apt,104.0,1,140,2024-11-25,1.54,88,120,11,STR-441255,1.54
236,6819620,Renovated Parking EZ to downtown,Roxbury,42.31676,-71.08,Private room,39.0,91,5,2017-11-23,0.05,31,365,0,NA,0.05
237,6843795,A Fenway Getaway,Fenway,42.34512,-71.09479,Entire home/apt,185.0,91,98,2019-10-14,0.85,1,218,0,NA,0.85
238,6851459,"Stylish Downtown Studio in the SouthEnd, C.Ave# 31",South End,42.34441,-71.07633,Entire home/apt,105.0,1,224,2024-10-27,1.99,88,198,31,STR-441245,1.99
239,6851460,"Stylish Studio in Boston Brownstone, C.Ave# 21",South End,42.34441,-71.07633,Entire home/apt,107.0,1,145,2024-11-03,1.3,88,188,23,STR-441240,1.3
240,6862594,"Beautiful Home in Jamaica Plain, MA",Jamaica Plain,42.31927,-71.11325,Private room,184.68,91,0,NA,1.79,1,0,0,NA,1.79
241,6879036,Live in the Heart of Newbury Street #3,Back Bay,42.34982,-71.08264,Entire home/apt,107.0,1,260,2024-07-07,2.35,88,237,8,STR-445394,2.35
242,6882615,"Prime Newbury St Location, Walk Everywhere #4",Back Bay,42.34979,-71.08262,Entire home/apt,99.0,1,299,2024-11-04,2.7,88,226,15,STR-445396,2.7
243,6908525,"Newbury St Living –Trendy, Vibrant, Unbeatable!#12",Back Bay,42.34982,-71.08264,Entire home/apt,99.0,29,239,2023-11-22,2.08,88,283,0,STR-445404,2.08
244,6914155,Spacious bedroom close to downtown,Dorchester,42.315,-71.0564,Private room,184.68,91,0,NA,1.79,1,0,0,NA,1.79
245,6914622,"Exquisite Treetop Haven, JP Center, Driveway!",Jamaica Plain,42.30849,-71.11721,Entire home/apt,304.0,14,62,2024-10-25,0.54,1,263,3,STR-525739,0.54
246,6921672,French Country 2bd/2bth Heart of JP,Jamaica Plain,42.32132,-71.10957,Entire home/apt,184.68,91,1,2016-08-08,0.01,1,0,0,NA,0.01
247,7018497,2 Bedroom in the heart of Boston,North End,42.367,-71.05764,Entire home/apt,184.68,91,6,2015-10-07,0.05,1,0,0,NA,0.05
248,7053454,Basement apartment in Charlestown,Charlestown,42.38239,-71.06393,Private room,200.0,91,8,2016-07-29,0.07,1,365,0,NA,0.07
249,7054912,North Station Luxury Apartment!,Downtown,42.36478,-71.06122,Entire home/apt,184.68,91,2,2015-07-09,0.02,1,0,0,NA,0.02
250,7086825,Private Room near public transport,Roslindale,42.28249,-71.1146,Private room,50.0,29,22,2022-11-01,0.19,3,234,0,NA,0.19
251,7093184,Easy to downtown/Longwood Free Parking Clean House,Roxbury,42.31676,-71.08,Private room,35.0,91,7,2017-05-01,0.06,31,365,0,NA,0.06
252,7161203,Cozy Rm Off-Street Parking EZ 2 downtown/Longwood,Roxbury,42.31676,-71.08,Private room,35.0,91,6,2017-06-21,0.05,31,365,0,NA,0.05
253,7222349,M&R - Front Bedroom Bathroom Parking - Walk to T!,Dorchester,42.29325,-71.05707,Private room,55.0,29,154,2023-09-30,1.38,3,97,0,STR-397983,1.38
254,7239024,M&R Quiet Back Room Parking Bathroom,Dorchester,42.29348,-71.05569,Private room,106.0,29,240,2023-12-01,2.09,3,141,0,STR-397983,2.09
255,7279874,One Bedroom right by Fenway Park,Fenway,42.34687,-71.09051,Entire home/apt,184.68,91,15,2018-06-24,0.13,1,0,0,NA,0.13
256,7281884,Charming urban studio,Roxbury,42.31236,-71.08133,Entire home/apt,184.68,91,103,2017-08-22,0.9,1,0,0,STR-564649,0.9
257,7287822,Light and airy separate apt in funky Jamaica Plain,Jamaica Plain,42.31572,-71.10847,Entire home/apt,112.0,2,358,2024-10-20,3.14,2,73,40,STR-460147,3.14
258,7298966,"Quiet, sunny studio, directly on the T",Brighton,42.343,-71.14416,Entire home/apt,79.0,80,13,2024-08-02,0.14,1,186,2,NA,0.14
259,7308623,Beautiful Apartment in Beacon Hill,West End,42.36207,-71.06885,Private room,184.68,91,1,2016-04-18,0.01,1,0,0,NA,0.01
260,7310887,"Spacious 3 bed, in unit laundry, central Air",Brighton,42.34532,-71.13829,Entire home/apt,285.0,3,263,2024-12-10,2.3,1,11,17,STR-532114,2.3
261,7330494,Private apartment /parking/cozy garden. STR-398119,South Boston,42.33053,-71.05388,Entire home/apt,105.0,3,525,2024-12-06,4.58,1,265,58,STR-398119,4.58
262,7333304,Private Bedroom,Charlestown,42.38071,-71.07037,Private room,184.68,91,0,NA,1.79,1,0,0,NA,1.79
263,7342489,"Beautiful 2Bedroom in the South End, Ground Level",South End,42.34447,-71.07644,Entire home/apt,121.0,30,131,2024-05-29,1.34,88,155,2,STR-415649,1.34
264,7474044,Unbeatable Location on Newbury Street #5,Back Bay,42.34982,-71.08264,Entire home/apt,89.0,1,161,2024-12-07,1.57,88,265,22,STR-445397,1.57
265,7474855,Live in the Center of Newbury St Action! #11,Back Bay,42.34982,-71.08264,Entire home/apt,108.0,1,268,2024-12-12,2.54,88,255,21,STR-445403,2.54
266,7475052,Perfectly Placed on Newbury Street #7,Back Bay,42.34982,-71.08264,Entire home/apt,108.0,1,237,2024-10-30,2.27,88,274,25,STR-445399,2.27
267,7475215,Copley Square & Historic Landmarks on Newbury St#2,Back Bay,42.34982,-71.08264,Entire home/apt,96.0,1,222,2024-12-01,1.98,88,212,19,STR-445393,1.98
268,7475379,"Vibrant, Chic Newbury St – Stay in Style! #6",Back Bay,42.34982,-71.08264,Entire home/apt,96.0,1,263,2024-10-20,2.39,88,199,13,STR-445403,2.39
269,7475573,Discover Boston from Newbury Street #8,Back Bay,42.34982,-71.08264,Entire home/apt,99.0,1,347,2024-12-14,3.34,88,204,55,STR-445400,3.34
270,7476340,"Charming Studio in Boston Brownstone, #44",South End,42.34441,-71.07633,Entire home/apt,102.0,1,175,2024-12-10,1.86,88,95,29,LB-101763,1.86
271,7479725,Sunny bedroom in Allston,Allston,42.35976,-71.13372,Private room,184.68,91,13,2016-11-12,0.11,5,0,0,NA,0.11
272,7482195,Private room near bus stop,Roslindale,42.28413,-71.11671,Private room,50.0,29,8,2024-11-01,0.09,3,135,1,NA,0.09
273,7499960,Safe Central City Location! WalkToWork/Everywhere!,Fenway,42.35105,-71.09488,Entire home/apt,235.0,91,15,2021-07-24,0.13,4,362,0,NA,0.13
274,7511737,Spacious South End Studio w/Boston View #7,South End,42.34447,-71.07644,Entire home/apt,102.0,29,247,2023-11-15,2.2,88,133,0,STR-415608,2.2
275,7513605,"Stylish Downtown Studio in the SouthEnd, C.Ave# 2",South End,42.34447,-71.07644,Entire home/apt,72.0,29,234,2023-12-15,2.1,88,100,0,STR-463179,2.1
276,7513906,"Sleek Rental in Beacon Hill, Near TD Garden/MGH #6",Beacon Hill,42.36017,-71.06346,Entire home/apt,123.0,29,225,2023-11-15,2.02,88,172,0,STR-415621,2.02
277,7514024,"Beacon Hill Gem, Close to TD Garden & MGH – #14",Beacon Hill,42.36017,-71.06346,Entire home/apt,123.0,29,190,2023-11-09,2.03,88,168,0,STR-463213,2.03
278,7514336,Convenient Beacon Hill Location Near TD Garden #11,Beacon Hill,42.36017,-71.06346,Entire home/apt,128.0,1,180,2024-09-29,1.73,88,162,6,STR-415628,1.73
279,7527149,Stunning Beacon Hill Boston Townhouse Apartment,Beacon Hill,42.35623,-71.07023,Entire home/apt,750.0,4,155,2024-12-11,1.36,1,155,31,STR-410129,1.36
280,7531700,Prime Rental by MGH & TD Garden – Beacon Hill #3,Beacon Hill,42.36017,-71.06346,Entire home/apt,122.0,1,197,2024-12-08,1.74,88,167,14,STR-415616,1.74
281,7575052,Sunny and Quiet top floor #8,South End,42.34128,-71.07607,Entire home/apt,100.0,30,92,2024-12-15,0.81,6,304,2,NA,0.81
282,7611271,Spacious 4 BR | 2.5 BA Single-Family Home,South Boston,42.333,-71.03544,Entire home/apt,253.0,29,122,2024-08-23,1.07,1,295,2,STR-399169,1.07
283,7618925,Modern Classic Boston Brownstone by LMA & T,Roxbury,42.32936,-71.09328,Entire home/apt,184.68,2,3,2016-10-09,0.03,6,0,0,STR-443395,0.03
284,7635616,"Beacon Hill – Prime Location, Near MGH #9",Beacon Hill,42.36017,-71.06346,Entire home/apt,121.0,1,314,2024-12-07,2.83,88,125,27,STR-463202,2.83
285,7637094,"2BD, Steps to Hospitals, T&Colleges",Longwood Medical Area,42.34218,-71.10698,Entire home/apt,184.68,91,0,NA,1.79,1,0,0,NA,1.79
286,7692933,Perfect for 1,Brighton,42.35642,-71.16411,Private room,85.0,29,319,2023-06-02,2.81,1,353,0,STR-405969,2.81
287,7694365,"Stylish Downtown Studio in the SouthEnd, C.Ave# 41",South End,42.34441,-71.07633,Entire home/apt,106.0,1,168,2024-10-13,1.63,88,183,21,STR-441251,1.63
288,7694559,"Heart of South End, Convenient, Comfy Studio #32",South End,42.34441,-71.07633,Entire home/apt,82.0,1,175,2024-11-24,1.85,88,74,33,STR-441256,1.85
289,7713815,Ideal Location Near TD Garden and MGH #2,Beacon Hill,42.36017,-71.06346,Entire home/apt,123.0,1,197,2024-11-17,1.93,88,160,19,STR-415615,1.93
290,7728499,Close to TD Garden and MGH – Beacon Hill Living #8,Beacon Hill,42.36017,-71.06346,Entire home/apt,128.0,1,373,2024-12-11,3.3,88,135,36,STR-415624,3.3
291,7832890,Bright Beacon Hill Rental Close to MGH/TD Garden#7,Beacon Hill,42.36017,-71.06346,Entire home/apt,124.0,29,346,2023-12-05,3.32,88,139,0,STR-463200,3.32
292,7837202,"Beacon Hill – Prime Location, Near TD Garden #15",Beacon Hill,42.36017,-71.06346,Entire home/apt,123.0,29,146,2023-11-09,1.39,88,117,0,STR-463214,1.39
293,7854872,Perfect Beacon Hill Location – Near TD Garden #12,Beacon Hill,42.36017,-71.06346,Entire home/apt,128.0,1,210,2024-12-03,1.89,88,163,11,STR-415630,1.89
294,7856208,Large bedroom in South End w/ Patio,South End,42.34203,-71.07256,Private room,184.68,91,0,NA,1.79,1,0,0,NA,1.79
295,7900936,Morning Glory Bed & Breakfast!,Hyde Park,42.24179,-71.12412,Private room,75.0,29,134,2022-11-20,1.18,1,364,0,NA,1.18
296,7910223,"Charming home Away from Home, close to parks",Jamaica Plain,42.31689,-71.1004,Entire home/apt,150.0,3,331,2024-11-11,2.92,3,49,32,STR-398358,2.92
297,7911936,Beacon Hill Rental Steps to MGH & TD Garden – #1,Beacon Hill,42.36017,-71.06346,Entire home/apt,120.0,1,214,2024-11-18,1.91,88,146,15,STR-415613,1.91
298,7913309,Studio apartment conveniently located in Downtown,Downtown,42.35396,-71.06128,Entire home/apt,184.68,91,21,2017-08-13,0.21,1,0,0,NA,0.21
299,7916575,"Centrally located Studio in Boston ,#35",South End,42.34441,-71.07633,Entire home/apt,82.0,1,223,2024-10-20,2.35,88,102,27,STR-441248,2.35
300,7920759,"Beacon Hill- 2br, 2 bath Personal Home",Beacon Hill,42.357753697635744,-71.07018581917023,Entire home/apt,184.68,29,35,2022-10-26,0.34,1,0,0,STR-416284,0.34
301,7927765,Andrew Sq Room Close to T&Shops,Dorchester,42.32404,-71.05822,Private room,75.0,91,4,2017-04-01,0.04,8,365,0,NA,0.04
302,7934491,A Very Large Room - Beige Room,Dorchester,42.32601,-71.05969,Private room,200.0,91,1,2016-10-28,0.01,8,365,0,NA,0.01
303,7939556,Andrew Sq - Quiet Yellow Room,Dorchester,42.3241,-71.05963,Private room,100.0,91,1,2015-10-02,0.01,8,365,0,NA,0.01
304,7949859,A Very Large Room- Great for Couple,Dorchester,42.3242,-71.05839,Private room,85.0,91,6,2019-04-17,0.06,8,365,0,NA,0.06
305,7984226,North End Studio,North End,42.36388,-71.05765,Entire home/apt,184.68,91,0,NA,1.79,1,0,0,NA,1.79
306,8014642,Nice bedroom in a shared apt.,Roxbury,42.32554,-71.09757,Private room,184.68,91,2,2015-09-08,0.02,1,0,0,NA,0.02
307,8014683,One-Bed Condo (Downtown Boston),Downtown,42.35308,-71.05804,Entire home/apt,184.68,91,2,2015-11-25,0.02,1,0,0,NA,0.02
308,8025718,"Charming Studio in Boston Brownstone, #6",South End,42.34447,-71.07644,Entire home/apt,114.0,29,114,2023-11-19,1.01,88,158,0,STR-415607,1.01
309,8055839,Updated South Boston Condo,South Boston,42.33567,-71.05366,Entire home/apt,184.68,91,5,2015-10-12,0.04,1,0,0,NA,0.04
310,8067585,Friendly Resting Spot/Great Transit,Jamaica Plain,42.30439,-71.11454,Private room,184.68,91,32,2019-05-26,0.29,1,88,0,NA,0.29
